area_sqft,floors,city,property_type,quality,bricks,cement_bags,sand_cft,steel_kg,water_litres,pop_kg,paint_litres,tiles_sqft,aggregate_cft,labour_days,working_days,total_cost_inr
1950,2,pune,residential,basic,124344,1936,7983,15936,173703,3080,1126,1720,5462,2883,441,7834276
3500,2,hyderabad,commercial,standard,343673,5851,18664,45542,310834,5785,2762,2654,12893,8095,1086,17802295
3700,2,chennai,residential,premium,423433,6104,23893,52178,361820,8327,4052,2883,16107,10608,1690,28119931
3450,2,hyderabad,residential,standard,298662,4340,14913,34135,337264,4708,2282,2646,9650,6347,1012,17763059
3450,2,pune,commercial,standard,384606,5293,22313,57351,322846,4426,2305,2634,13914,9456,1001,18102935
3250,1,bangalore,commercial,standard,181582,2764,10443,29354,144400,2322,999,1320,6043,4497,504,9259993
2300,1,jaipur,residential,standard,73739,1089,3713,8958,98875,1517,695,940,2307,1830,318,4490901
3800,5,pune,residential,basic,613064,9176,33658,98266,807472,13056,5743,6908,24266,15765,2092,36863112
3400,1,mumbai,commercial,standard,238833,3527,13926,31362,159165,2283,1120,1214,9194,5733,498,10566660
1100,1,mumbai,residential,standard,55196,863,3124,8317,48547,999,346,492,2388,1288,159,3653751
2250,2,lucknow,residential,basic,114877,1865,5822,13749,216044,3567,1395,1784,4132,2889,521,6613252
3950,1,pune,residential,basic,137412,2198,7585,16589,197401,2744,1043,1505,4777,2904,444,7578880
4700,2,mumbai,residential,premium,659130,11036,38484,86128,433953,12258,4118,3692,26739,18606,1865,46225411
4100,3,delhi,residential,premium,782248,12191,37298,84323,532859,13128,5300,5121,26288,20698,2609,48484236
2600,3,delhi,commercial,basic,362748,5605,20875,47667,327710,5400,1943,3480,11644,8396,1018,15526846
4850,2,hyderabad,residential,basic,328482,5206,16963,43213,396546,5250,2355,4106,10071,8200,1203,17856032
2050,2,jaipur,residential,standard,123994,2036,7065,18557,175913,3460,1329,1636,4365,3272,583,7816867
600,5,ahmedabad,residential,standard,105919,1642,5645,13712,142980,2903,935,1315,3897,2534,446,6556270
4250,2,lucknow,residential,premium,387848,5472,20791,56496,355685,10207,4410,3173,14675,9561,1745,24442196
950,3,ahmedabad,residential,standard,100013,1485,5835,14516,125723,2310,955,1132,3143,2392,386,5772518
3600,2,lucknow,residential,standard,228932,3483,12938,25559,354921,6002,2476,2966,8562,5564,1100,13533544
900,3,delhi,commercial,standard,155085,2180,8822,20304,128421,2624,1068,1169,6519,3574,428,7457791
1700,3,pune,residential,standard,225312,3074,11723,24159,216643,4916,1852,1953,7188,4923,784,13274634
3700,1,ahmedabad,residential,basic,99182,1472,5980,14074,181469,2934,1098,1321,3346,2661,449,5635043
2950,2,kolkata,commercial,standard,292966,4173,16427,41015,242573,4359,1964,2233,11139,7470,827,13471938
2700,2,chennai,residential,premium,328171,4642,17071,41487,247359,7073,2742,1978,13601,8796,1170,21685273
1500,4,delhi,residential,standard,243358,4128,15781,40047,263107,5727,2393,2488,9945,6669,874,15395954
1800,4,ahmedabad,residential,standard,242842,3607,12421,28150,288632,6199,2638,2534,7585,6251,1087,14621281
4650,2,pune,residential,premium,567600,8765,32161,60586,447056,8219,4357,3361,22855,12219,1918,37197342
3750,2,jaipur,commercial,basic,257668,4258,15039,32672,320315,3606,2305,2636,8667,5891,914,10854369
1750,1,pune,commercial,standard,94349,1376,5465,10619,79766,1241,584,778,4065,2658,270,4733585
3250,3,chennai,residential,premium,606881,8584,29067,73034,431488,10367,4916,3468,19580,15370,1921,37119454
1100,1,delhi,residential,standard,45187,684,2415,6447,47059,1079,390,485,1812,1107,150,3066240
3200,2,hyderabad,residential,premium,376111,5229,19648,43752,277637,8721,3562,2268,11985,9304,1380,23417327
1900,5,lucknow,commercial,standard,385760,5743,22604,41673,397675,8196,2876,4237,13704,9326,1405,17721499
1400,1,delhi,commercial,premium,116027,1613,6516,14304,57873,1470,621,621,4738,2648,269,5438576
800,1,hyderabad,residential,basic,25533,385,1406,3819,38433,523,198,319,880,666,89,1537212
1650,4,pune,residential,standard,274449,4317,15714,34301,299137,6335,2538,2378,10321,6803,902,17162632
2900,2,kolkata,residential,standard,218669,3032,12716,26882,253211,4053,2281,2105,8568,5736,896,13082707
4850,2,jaipur,residential,standard,333912,4932,18349,38120,468908,8063,3167,3598,13575,8409,1578,18673481
4250,3,hyderabad,residential,premium,738903,10961,38528,82588,531176,16291,6870,4803,30246,17391,2411,48260907
2150,2,lucknow,residential,standard,125523,2179,7317,16295,203359,3219,1519,1812,5676,3234,677,8090707
2950,2,ahmedabad,residential,premium,262446,4003,14043,34300,284543,6411,2966,2289,9217,7642,1186,19240095
1800,2,mumbai,residential,premium,243917,3753,14277,28933,173057,3183,1915,1431,9310,6398,759,16997274
450,5,pune,residential,standard,98119,1456,5074,12035,102213,1424,745,913,3862,2412,357,5804373
650,3,delhi,commercial,basic,92944,1275,4472,9759,87027,1109,616,759,3577,2361,231,3994736
3050,2,mumbai,commercial,standard,422753,6281,24967,59091,245237,5423,2217,2277,14440,9318,868,18667313
4250,3,delhi,commercial,standard,677057,10352,35808,97584,546030,10535,4777,5177,26925,16902,2022,35768144
4600,1,hyderabad,residential,basic,154134,2096,7829,17813,229510,3219,1167,1771,6296,3836,550,8770998
3450,2,ahmedabad,residential,standard,244023,3672,12394,34456,301443,5884,2476,2840,9820,5842,1116,15134660
4600,3,pune,residential,basic,440289,6815,26310,50748,666194,9189,4220,5893,16297,11065,1540,27869383
3700,3,lucknow,residential,standard,359006,5668,20587,40268,476620,10600,4383,4919,12123,8814,1690,21721479
4400,1,kolkata,industrial,premium,176889,2673,9877,25503,180682,5979,2048,1605,6818,4443,981,13862699
2500,2,delhi,residential,standard,219869,3618,12386,29569,241711,4629,1646,1868,7648,5859,821,13419042
4300,2,hyderabad,residential,standard,358179,5395,21253,40955,375492,7022,2600,3746,11428,8175,1341,20595698
1400,4,hyderabad,commercial,standard,282676,4202,17815,33464,271426,5240,2148,2141,12449,6970,868,13900192
1400,2,pune,industrial,standard,95938,1389,5140,14471,130153,2499,936,1165,3521,2321,378,7443010
2250,5,pune,residential,standard,510675,7083,27723,71345,458096,11087,4039,4731,20013,11823,1832,28066911
3800,4,bangalore,commercial,basic,758200,10098,36030,86864,620537,9401,3657,6151,22923,16321,1947,32337148
2400,3,delhi,commercial,standard,381814,6918,22693,44919,333573,5336,2169,2617,14763,10284,1118,18747118
4350,2,jaipur,residential,standard,276936,4588,14547,43090,424336,5681,2936,3818,9759,6432,1178,17545666
1800,2,kolkata,commercial,basic,126813,2006,7043,17519,170623,1800,1023,1325,4402,2987,426,6050239
950,3,hyderabad,residential,basic,86587,1511,5510,12028,128879,2012,790,1132,3893,2057,352,5312794
2250,3,hyderabad,residential,standard,290076,3993,13583,39170,321930,6578,2393,2888,10028,6282,1067,17060614
1950,2,hyderabad,residential,standard,158490,2386,8785,18498,174889,2953,1307,1593,6233,4187,626,10138429
3250,4,hyderabad,residential,standard,555998,8121,28984,56904,621871,8749,3945,5713,22352,13329,2084,32423978
4200,1,lucknow,residential,standard,121755,1926,7739,16967,176566,3690,1538,1600,4700,3350,664,7750910
4250,1,kolkata,industrial,premium,160097,2695,10304,19053,170624,5230,2162,1702,6934,4257,940,13834434
2950,2,chennai,commercial,premium,433020,7536,25265,53532,239207,6834,2500,2405,16511,11387,1150,23002617
1050,3,delhi,residential,basic,104465,1717,5481,16007,131440,2139,860,1244,4015,2652,390,6494992
2550,4,lucknow,residential,standard,295675,4709,19352,40305,420677,6705,3653,3960,11284,7189,1519,20210022
4850,5,delhi,industrial,premium,1167361,18990,66390,142777,1063175,25455,10902,8699,47778,27620,5359,94820643
4250,1,chennai,commercial,basic,193495,2678,10575,23166,171666,2917,1300,1894,7245,4837,479,7991944
2050,1,ahmedabad,residential,standard,73808,1088,3776,10191,91333,1749,815,751,2566,1678,313,4384551
2100,3,jaipur,residential,premium,292676,4739,16966,37590,257978,7258,3191,2694,9093,6484,1208,18887225
3200,3,delhi,commercial,standard,552482,7877,32034,64953,461329,9368,3234,4202,21876,11839,1414,25274434
3700,2,hyderabad,residential,standard,286250,4332,15675,41692,303145,7143,2254,3184,11260,7991,1046,18396346
1950,4,hyderabad,commercial,standard,394905,6408,22283,52409,376306,5245,3098,3231,16414,9695,1216,18663482
4900,1,jaipur,residential,standard,151837,2646,8816,22147,233359,4745,1857,1915,6516,3894,776,9630709
1950,2,pune,commercial,standard,230044,3193,12566,26893,177464,3658,1541,1615,7786,5747,528,10212802
4850,3,lucknow,residential,standard,479050,7490,26872,60310,635554,13946,4801,6007,14855,11704,2367,27245642
2850,1,chennai,residential,premium,170605,2562,9983,20398,120410,3786,1410,1061,5245,4078,548,11298822
1900,2,pune,commercial,standard,199658,3433,10936,25314,153185,3305,1357,1430,7841,4727,573,9873399
2750,1,kolkata,residential,standard,101793,1486,4938,14177,122039,2017,892,1202,3423,2139,417,5776472
2250,1,jaipur,residential,standard,73496,1163,4439,8424,95515,1516,800,992,2774,1914,343,4447673
1850,1,bangalore,residential,standard,84997,1283,4418,11300,87432,1110,645,691,2646,1845,291,5251657
1850,2,chennai,commercial,standard,213826,3090,10829,26155,172747,3014,1407,1655,6380,4594,505,9903140
450,1,ahmedabad,residential,standard,15208,244,794,1668,20433,406,164,166,481,401,64,969548
3850,1,mumbai,residential,basic,154470,2587,7899,19244,170026,1958,969,1542,5523,3840,441,9195000
2500,1,bangalore,residential,standard,120055,1655,6498,12683,108152,2483,999,1015,4637,2958,355,6931687
2550,4,delhi,commercial,premium,784858,12244,41378,115140,449958,10352,5229,3820,29321,20621,2080,42422246
4800,2,delhi,residential,premium,576777,8965,32173,66031,403932,10701,4942,3944,22921,14439,2194,37705762
4750,2,pune,residential,premium,519385,9198,33378,77595,386563,11987,5009,3936,19846,14090,2173,35849205
850,3,delhi,residential,basic,85632,1449,5472,11237,113395,1454,762,1000,2899,1958,333,5355088
4450,2,mumbai,industrial,premium,539333,7778,28769,60390,393348,9005,3741,3142,20198,14228,1822,44469109
1300,2,pune,commercial,premium,205083,3243,10275,24571,121559,2582,1271,1105,8170,5043,591,10522724
1950,2,hyderabad,residential,standard,167341,2499,9249,18237,171105,3100,1220,1638,5724,3489,622,9770827
650,2,pune,residential,premium,81827,1205,4467,11770,60042,1375,594,459,2798,2097,285,5219543
3450,3,delhi,residential,standard,455554,6858,22389,68154,502310,6564,3141,3964,18161,11107,1503,27839603
2250,1,lucknow,residential,standard,64898,966,4163,9370,99113,2204,885,898,2309,1807,313,4198645
2200,3,hyderabad,residential,basic,208057,3241,12966,29277,310334,3508,1663,2519,7816,4648,839,12517646
500,2,delhi,residential,basic,37211,517,2093,4322,48967,736,302,382,1402,828,118,2082465
2000,1,pune,residential,premium,117615,1805,6911,15088,91190,2429,859,719,4814,3002,451,7854660
4400,2,bangalore,industrial,premium,450499,7118,27338,52870,374438,8333,4242,3836,18468,12140,1884,38795746
3700,1,ahmedabad,commercial,premium,229411,3235,12335,25668,148353,4353,1599,1511,9596,5185,710,12199693
3050,4,hyderabad,residential,standard,482929,7373,26391,60278,565643,8441,3948,4685,16217,13379,1891,30378407
600,3,bangalore,residential,standard,77037,1160,4987,9706,82094,1362,666,728,2780,2166,243,4965834
1100,1,hyderabad,residential,premium,65993,1014,3374,7987,53214,1038,597,474,1955,1565,226,4233929
3500,5,jaipur,residential,standard,578221,8395,31109,68357,805305,15074,6776,6256,20006,12669,2398,34850694
3200,1,pune,residential,standard,138427,2125,7785,16692,142096,2834,1221,1209,5122,3046,495,8308872
850,2,mumbai,residential,basic,68753,1173,3585,7909,80070,1167,519,686,2589,1808,215,4273420
4200,2,ahmedabad,residential,premium,402410,6323,21465,51483,414940,10314,4487,3015,16257,10099,1712,25701973
3200,1,kolkata,residential,basic,93252,1340,4700,11690,133918,2314,975,1216,3547,2113,364,5441636
3650,3,bangalore,residential,standard,514866,7518,26438,59784,462529,8034,3906,4798,18078,13001,1707,29518183
1750,3,mumbai,commercial,premium,461755,7481,24649,72226,230122,4722,2640,2104,18708,12221,999,24993190
3900,1,kolkata,industrial,standard,110012,1618,5879,15836,170749,2961,1187,1687,3975,2887,566,8513868
650,3,ahmedabad,residential,premium,91839,1575,4836,10758,81401,2285,999,687,3163,2309,442,6268136
4350,3,mumbai,residential,premium,888378,14345,47743,131403,613830,17424,6548,5708,38840,23666,2784,65736853
4550,2,kolkata,commercial,standard,449328,6187,23140,50897,426240,7908,3544,3198,15578,10023,1284,19518824
1800,2,jaipur,residential,basic,91015,1523,5183,14309,150954,2534,1005,1617,3458,2546,393,5307713
3300,4,lucknow,residential,standard,412459,6345,23949,52656,576188,11690,4067,5228,13580,8883,2105,25439834
3100,2,hyderabad,residential,standard,262872,3557,13730,34583,299176,5567,2331,2344,9035,5829,951,15675836
2800,3,ahmedabad,residential,standard,301321,4540,16790,42141,409902,7148,2567,3373,12323,6422,1378,17350863
5000,2,mumbai,residential,premium,758691,12075,40238,106085,437348,12559,4856,3965,30807,16984,2175,46560312
3950,1,ahmedabad,residential,basic,115517,1536,6203,15622,170166,1921,1068,1575,4221,2587,511,6101176
3300,2,hyderabad,commercial,standard,326775,5196,17958,52186,302478,6208,2222,2796,13097,9265,927,16355140
